NB_ARC_VL;ID_GAV;NB_PL_MT;LARGEUR;GLOBALID;TYPE_MOBIL;PROFIL;LONGUEUR;ETAT_;CODE_INSEE;NB_PL_VL;NB_PLACE;NB_ARC_MT;geometry
0;1001;30;0.65;{578A7D02-A426-4AA0-99C6-D2C1FBED8814};4;1;21.2;En vigueur;06088;0;30;0;{"type": "Point", "coordinates": [7.21337219, 43.66717783]}
2;2010;3;2.0;{291C1D1B-2A1C-42B7-9D06-2877D62B2838};1;0;7.5;En vigueur;06088;2;5;4;{"type": "Point", "coordinates": [7.25311445, 43.69461128]}
0;2015;12;2.0;{E002A4DF-3CD8-4F5F-9E87-721004924B1C};1;1;26.0;En vigueur;06088;0;12;12;{"type": "Point", "coordinates": [7.25608087, 43.6951747]}
0;2020;3;2.0;{DD571B19-C522-4E1F-97E5-0841E6DE59E5};2;0;4.7;En vigueur;06088;1;4;0;{"type": "Point", "coordinates": [7.25171699, 43.70004002]}
0;2024;7;2.0;{1710D778-67BF-45ED-B3F5-399B82088C5A};2;0;12.0;En vigueur;06088;3;10;0;{"type": "Point", "coordinates": [7.25427638, 43.69870714]}
1;2034;3;2.0;{D1F7055E-A8A1-41E5-8CDF-D8BCF71E635C};1;0;5.0;En vigueur;06088;1;4;3;{"type": "Point", "coordinates": [7.25326543, 43.6943082]}
3;2035;6;2.0;{CAE67EB3-C150-40A4-8675-89C48AC312F7};1;0;13.0;Supprimé(e);06088;3;9;6;{"type": "Point", "coordinates": [7.25083809, 43.69363191]}
0;2043;5;2.0;{FC078D69-4443-481A-8DA6-6D2A8B81D4E8};2;0;8.0;En vigueur;06088;2;7;0;{"type": "Point", "coordinates": [7.25159582, 43.70763449]}
4;5096;6;2.0;{C04F368D-C690-4E43-9B52-D1114C4C3F0B};3;0;15.0;En vigueur;06088;8;14;5;{"type": "Point", "coordinates": [7.28542664, 43.70525184]}
0;5098;2;2.0;{6E83D5D8-2CCF-43AC-80D1-CF9BF39B3FEB};2;1;3.0;En vigueur;06088;0;2;0;{"type": "Point", "coordinates": [7.28901093, 43.70449554]}
1;5120;2;3.0;{33503A6B-7946-48A7-881B-81A2BC3DA567};1;0;3.0;En vigueur;06088;2;4;1;{"type": "Point", "coordinates": [7.29385144, 43.70984104]}
0;5125;4;2.0;{D8970123-CCE6-4389-BB19-F5C6D4523A51};2;0;3.0;Supprimé(e);06088;2;6;0;{"type": "Point", "coordinates": [7.29253421, 43.71095855]}
0;5131;4;2.0;{5E206375-CD84-4B69-BD9F-871B623F952B};2;0;4.0;Supprimé(e);06088;2;6;0;{"type": "Point", "coordinates": [7.28944626, 43.70723307]}
0;4005;2;2.0;{64B4025D-D763-43D3-81D1-3BB75C325D57};2;0;3.5;Supprimé(e);06088;1;3;0;{"type": "Point", "coordinates": [7.28311233, 43.71889605]}
3;5001;7;2.0;{F337F77E-2763-4B8C-AEA4-5A0E0BA1A298};3;0;12.0;En vigueur;06088;3;10;3;{"type": "Point", "coordinates": [7.28002746, 43.70257495]}
0;5064;4;2.0;{40AC8DE2-65F3-4C5C-91D3-2C059C144C50};2;0;6.0;Supprimé(e);06088;2;6;0;{"type": "Point", "coordinates": [7.28294761, 43.7045184]}
0;5072;4;2.0;{5D40C339-96ED-4C56-B854-815ABFFB38D6};2;0;6.0;Supprimé(e);06088;2;6;0;{"type": "Point", "coordinates": [7.28390963, 43.70222462]}
0;5081;8;2.0;{A29F7500-3A0C-4443-8754-5A790156B710};1;1;15.0;En vigueur;06088;0;14;3;{"type": "Point", "coordinates": [7.28736385, 43.70675367]}
0;7269;10;2.0;{41D4FE07-AE09-4922-93DC-D2B67D6675B6};2;0;15.0;En vigueur;06088;5;15;0;{"type": "Point", "coordinates": [7.26183189, 43.7062271]}
0;7270;3;2.0;{CCAD7C91-0567-4197-9EBF-787F53A7BB06};4;0;4.0;En vigueur;06088;1;4;0;{"type": "Point", "coordinates": [7.26227319, 43.70624918]}
4;7271;7;2.0;{9D7BB5B9-E780-4867-8AAB-D4831DF864BC};5;0;4.0;En vigueur;06088;8;15;8;{"type": "Point", "coordinates": [7.26261934, 43.70637329]}
0;5012;4;2.0;{5AA4C01D-4EAB-4F84-8FD9-56754F1EC7CA};1;1;4.0;En vigueur;06088;0;4;1;{"type": "Point", "coordinates": [7.28659984, 43.69588931]}
0;5018;2;1.5;{C4213BA2-B8BD-44BD-980D-A9D068FA7A7D};2;0;4.0;En vigueur;06088;0;2;0;{"type": "Point", "coordinates": [7.28536577, 43.69911597]}
0;5020;3;2.0;{600C2537-36B5-4226-8B57-153D26CA200C};2;0;4.0;Supprimé(e);06088;1;4;0;{"type": "Point", "coordinates": [7.2855344, 43.70057805]}
2;5027;5;2.0;{1A83064A-D787-4B0F-9AB2-1CBAE73E68FB};1;0;10.0;Supprimé(e);06088;2;7;4;{"type": "Point", "coordinates": [7.28210564, 43.7021283]}
0;5028;14;2.0;{C43CF1DC-C070-4185-92BB-066FEA67CB38};2;0;31.0;Supprimé(e);06088;7;21;0;{"type": "Point", "coordinates": [7.28261844, 43.70191021]}
0;2050;11;2.0;{937DE225-215A-47E9-854B-614B8C6B4609};2;0;17.0;Supprimé(e);06088;5;16;0;{"type": "Point", "coordinates": [7.2481797, 43.70031396]}
4;3025;8;2.0;{8B18FA69-1205-4BC7-B2EF-0E35A28BF891};1;0;13.0;Supprimé(e);06088;4;12;8;{"type": "Point", "coordinates": [7.27458924, 43.72481419]}
1;7016;2;2.0;{1F105437-08BB-472A-B4C1-D1B7846DA9DE};1;0;4.4;En vigueur;06088;1;3;3;{"type": "Point", "coordinates": [7.25785802, 43.7003811]}
0;7021;3;2.0;{C1AA29F7-0F94-4800-AF31-FC2050EC4B34};1;0;4.8;En vigueur;06088;2;5;0;{"type": "Point", "coordinates": [7.25800525, 43.70081403]}
3;7019;10;2.0;{D365D206-F68F-4313-AA02-64C134E3BC96};5;0;13.0;En vigueur;06088;6;16;5;{"type": "Point", "coordinates": [7.25682086, 43.70128242]}
0;7043;2;2.0;{F21A43B3-B50D-4958-8491-83C63F1209A1};2;0;4.0;Supprimé(e);06088;1;3;0;{"type": "Point", "coordinates": [7.26171128, 43.70161707]}
2;7061;4;2.0;{D34461FA-C7BE-464B-A192-B9CE300DFA49};1;0;3.6;En vigueur;06088;4;8;2;{"type": "Point", "coordinates": [7.26467578, 43.70500545]}
0;8015;9;2.0;{E7B4A52F-F9FC-4124-82B6-A2BEFD3EB767};4;0;13.0;Supprimé(e);06088;4;13;0;{"type": "Point", "coordinates": [7.22069279, 43.66968508]}
1;8024;4;2.0;{7EE3DF59-830B-4474-8148-94D00FEBD35B};3;0;9.0;Supprimé(e);06088;2;6;3;{"type": "Point", "coordinates": [7.22811464, 43.6769113]}
0;5130;4;2.0;{FF1262DF-2228-4837-9B64-5BF14E3B662A};2;0;6.0;Supprimé(e);06088;2;6;0;{"type": "Point", "coordinates": [7.29104062, 43.70922354]}
0;5133;4;2.0;{E97DE783-71F1-43E1-BA6F-EF2B66779B4D};2;0;4.0;Supprimé(e);06088;2;6;0;{"type": "Point", "coordinates": [7.29275715, 43.70759144]}
0;6021;4;2.0;{2C2B9D41-9D27-45CA-9121-713F9B06E75A};1;1;4.0;En vigueur;06088;0;4;1;{"type": "Point", "coordinates": [7.2544954, 43.71772562]}
0;6036;3;2.0;{E7E9E923-10A4-4AD9-A4FD-112278C83883};2;0;5.0;En vigueur;06088;2;5;0;{"type": "Point", "coordinates": [7.26525121, 43.71337016]}
0;6041;4;2.0;{A461AC3C-AFB2-4AB2-95B7-BDE1BDFE4DEC};4;0;8.0;Supprimé(e);06088;2;6;0;{"type": "Point", "coordinates": [7.26494857, 43.71373583]}
2;6002;3;2.0;{B0709636-CE56-4010-8580-BDE292DDB185};4;0;5.0;En vigueur;06088;2;5;3;{"type": "Point", "coordinates": [7.26048603, 43.71469272]}
0;6003;9;2.0;{31E4F15C-9EEF-4578-B5CE-DD2EEC541C5D};7;1;9.0;En vigueur;06088;0;9;8;{"type": "Point", "coordinates": [7.26118283, 43.7146491]}
2;6047;3;2.0;{179D5E59-E4E8-47C5-9E58-5B2E453299B2};1;0;7.0;En vigueur;06088;2;5;4;{"type": "Point", "coordinates": [7.2597687, 43.71224759]}
0;7117;16;2.0;{391AC6AA-5FA6-4541-B703-DDEE7CCF0211};1;1;16.0;En vigueur;06088;2;18;16;{"type": "Point", "coordinates": [7.27035968, 43.69572092]}
0;7189;6;2.0;{5EF64F53-2574-4F86-89B4-50A296DEA1A1};0;1;7.0;En vigueur;06088;0;6;0;{"type": "Point", "coordinates": [7.269265, 43.70694179]}
0;7209;3;2.0;{FB514B6A-2C1D-4308-8E32-747AA873C4C8};2;1;3.0;En vigueur;06088;0;3;0;{"type": "Point", "coordinates": [7.27367385, 43.70318011]}
0;7216;5;2.0;{6FF49E95-0FA7-4172-8B7D-2E9439E10CCF};2;0;9.0;Supprimé(e);06088;3;8;0;{"type": "Point", "coordinates": [7.27615387, 43.69819244]}
0;7227;3;2.0;{516BADBB-00D0-464D-8594-622890D181EC};0;1;2.0;En vigueur;06088;0;3;0;{"type": "Point", "coordinates": [7.27744271, 43.70110303]}
0;7223;3;2.0;{0D34BECE-7587-41EF-ABD6-FCDE3FAF576F};1;1;4.5;En vigueur;06088;0;3;2;{"type": "Point", "coordinates": [7.27433833, 43.69957995]}
0;7231;12;2.0;{B7904325-2FF5-4BDE-9866-BD4EE8E5D4BB};3;1;22.0;En vigueur;06088;0;12;6;{"type": "Point", "coordinates": [7.27816661, 43.70212602]}
2;7232;11;2.0;{356CF714-4FDD-46E8-BC8B-F5C28CE3934B};3;0;18.0;Supprimé(e);06088;5;16;3;{"type": "Point", "coordinates": [7.27848861, 43.70243285]}
0;7251;4;2.0;{91110A3F-E738-436E-BF82-A581127AF3A1};1;0;6.3;En vigueur;06088;2;6;0;{"type": "Point", "coordinates": [7.25698442, 43.70981508]}
6;7179;14;2.0;{3F4E2BED-1D23-42AF-966A-93C9FA0065A5};5;0;18.0;En vigueur;06088;10;24;7;{"type": "Point", "coordinates": [7.26611022, 43.70443238]}
1;7072;4;4.0;{D6459F40-1B5D-487E-874F-D8F49C4E81AE};3;0;6.0;Supprimé(e);06088;2;6;2;{"type": "Point", "coordinates": [7.26473546, 43.70289541]}
0;7075;4;4.0;{EE90F39A-97D8-461A-A14B-73DBB11A0C3B};4;1;4.5;Supprimé(e);06088;0;4;0;{"type": "Point", "coordinates": [7.26425462, 43.69550251]}
0;7079;5;2.0;{8CA2E681-60B3-4A8D-AFBA-4C16EBE0DC2E};2;0;8.0;Supprimé(e);06088;2;7;0;{"type": "Point", "coordinates": [7.26509541, 43.69689272]}
0;7081;13;2.0;{D1F1E319-EC16-4B06-ADBF-7B9AA8C3010B};5;1;12.0;En vigueur;06088;0;13;0;{"type": "Point", "coordinates": [7.26541224, 43.69769934]}
0;7085;9;2.0;{3458A0BC-608E-45FB-839C-C47599149FD6};2;0;14.0;En vigueur;06088;3;12;0;{"type": "Point", "coordinates": [7.26378692, 43.69766483]}
3;7087;0;2.0;{264F2E79-8967-49B3-951D-085CF7A1117F};1;2;2.0;En vigueur;06088;3;3;0;{"type": "Point", "coordinates": [7.26417041, 43.7005982]}
2;7089;3;1.8;{5BD4A09A-92B7-4C56-AEB9-123BA97E7FE4};1;0;5.0;Supprimé(e);06088;1;4;3;{"type": "Point", "coordinates": [7.26605934, 43.70012301]}
6;7412;7;2.0;{D30DD41D-7D03-4E33-8FB5-DDF305674C41};5;0;11.0;En vigueur;06088;12;19;7;{"type": "Point", "coordinates": [7.25799005, 43.70151921]}
6;7148;7;2.0;{02CD4282-16DD-4EBB-B8BF-824B332A77B0};5;0;11.0;Supprimé(e);06088;12;19;7;{"type": "Point", "coordinates": [7.27018323, 43.70371707]}
0;7442;24;2.0;{3549CCFC-529A-476D-8DF6-A2D948F9D102};0;1;23.0;Supprimé(e);06088;0;24;0;{"type": "Point", "coordinates": [7.26176133, 43.70334892]}
0;8050;4;2.0;{87FED0DB-6BBB-4781-A692-A2566644E93D};7;1;4.0;Supprimé(e);06088;0;4;5;{"type": "Point", "coordinates": [7.23718335, 43.69485797]}
0;7258;3;2.0;{A5EA6DCE-F027-4DA7-AF62-27B58FBE17E1};2;0;4.0;En vigueur;06088;1;4;0;{"type": "Point", "coordinates": [7.26222854, 43.70736231]}
4;2091;6;2.0;{1F287C39-87AD-446A-A10A-FD5C7F19BE78};5;0;9.0;En vigueur;06088;8;14;5;{"type": "Point", "coordinates": [7.2557815, 43.6985382]}
2;7267;9;2.0;{34826255-E576-4714-9189-E9B15EF53871};5;0;10.0;En vigueur;06088;4;13;4;{"type": "Point", "coordinates": [7.26029611, 43.70619858]}
4;6090;5;2.0;{BBDC3D78-06F7-4A5F-BC88-2829DE88A133};5;0;8.0;En vigueur;06088;8;13;4;{"type": "Point", "coordinates": [7.24769739, 43.72502933]}
4;6094;4;2.0;{37BC81BF-60A8-427B-A813-D429DD13F246};5;0;8.0;En vigueur;06088;8;12;5;{"type": "Point", "coordinates": [7.2627669, 43.71567609]}
0;2101;6;2.0;{50CC88EE-D9E1-4D90-B6B6-D0CF772478A2};5;1;5.0;En vigueur;06088;0;6;0;{"type": "Point", "coordinates": [7.2549836, 43.69575697]}
6;7119;10;2.0;{44614885-E56A-4687-8159-C3E5297D961C};5;0;14.0;En vigueur;06088;12;22;6;{"type": "Point", "coordinates": [7.26434241, 43.70676571]}
0;8027;5;2.0;{E0F90297-4A48-4408-ABE3-EDD90F64D501};3;1;5.0;En vigueur;06088;0;5;2;{"type": "Point", "coordinates": [7.2289768, 43.67953172]}
4;8042;6;2.1;{41A032D7-B48A-4C16-B828-30168BD10220};5;0;10.0;En vigueur;06088;7;13;6;{"type": "Point", "coordinates": [7.22228487, 43.6740065]}
4;7331;7;2.0;{E2DEE000-FB4D-4902-8967-7EA91BB6D76D};5;0;9.5;En vigueur;06088;6;13;6;{"type": "Point", "coordinates": [7.26177261, 43.70805222]}
1;6051;3;2.0;{DAEE200F-8D2E-4C5E-8194-5C02848E3017};1;0;5.0;En vigueur;06088;1;4;2;{"type": "Point", "coordinates": [7.25469819, 43.71378918]}
0;5142;4;2.0;{F2142BDF-1B12-41D5-8CEA-4EFA3F1BD15A};7;1;5.5;En vigueur;06088;0;4;4;{"type": "Point", "coordinates": [7.28874061, 43.70096174]}
1;7344;3;2.0;{AEBA86DA-F6ED-46C3-A16D-6988CBBAF6FF};1;0;6.0;En vigueur;06088;1;4;3;{"type": "Point", "coordinates": [7.26541025, 43.70782577]}
2;7347;10;2.0;{D9C61CC3-974F-402B-90AF-BCEF6A86945D};1;0;8.0;En vigueur;06088;2;12;10;{"type": "Point", "coordinates": [7.26892475, 43.70225537]}
0;7124;6;2.0;{8A7C4C44-AFAB-4F27-9688-5E49BF75D9C4};7;1;7.5;En vigueur;06088;0;6;6;{"type": "Point", "coordinates": [7.26137003, 43.69874074]}
0;5147;5;2.0;{35AA41DD-4B2D-41D6-96A6-531A476F4619};7;1;6.0;En vigueur;06088;0;5;6;{"type": "Point", "coordinates": [7.26979763, 43.69580942]}
0;7286;36;2.0;{BF7356E0-6CA5-40E3-8F0A-B78988D6F7EC};7;1;36.0;En vigueur;06088;0;36;36;{"type": "Point", "coordinates": [7.26477813, 43.69780934]}
0;7287;5;2.0;{B8C159C4-A681-49C9-870E-68CFD2EE4156};7;1;17.0;En vigueur;06088;0;5;5;{"type": "Point", "coordinates": [7.26751272, 43.69915722]}
0;7298;13;2.0;{7077A4FB-3D63-4468-BD16-D4E888F92E70};7;1;14.0;En vigueur;06088;0;13;13;{"type": "Point", "coordinates": [7.26936549, 43.69564015]}
4;2071;5;2.0;{8DBB1E92-83D8-4C4E-BE65-CB3999D5EA99};5;0;10.0;Supprimé(e);06088;8;13;6;{"type": "Point", "coordinates": [7.25356559, 43.69314495]}
4;2080;6;2.0;{20B4CB1D-E8E0-461C-93C8-4D126F1A7C5D};5;0;10.0;En vigueur;06088;8;14;5;{"type": "Point", "coordinates": [7.2484022, 43.69173206]}
4;2058;5;2.0;{5EA31998-7D07-42FE-9264-034E876E6825};5;0;10.0;Supprimé(e);06088;8;13;6;{"type": "Point", "coordinates": [7.24662838, 43.69096355]}
0;1021;4;2.0;{563466B1-3A5D-42C1-9FD7-7F1AA2BEBD74};7;1;4.0;Supprimé(e);06088;0;4;4;{"type": "Point", "coordinates": [7.2268751, 43.6747617]}
5;8063;6;2.0;{13CDF6F0-CD7D-4723-8731-038EAB001425};5;0;9.0;Supprimé(e);06088;10;16;7;{"type": "Point", "coordinates": [7.22910877, 43.6786131]}
3;6087;7;2.0;{7CC28741-6030-44C3-BC16-026902D61E07};5;0;9.0;En vigueur;06088;6;13;8;{"type": "Point", "coordinates": [7.25253492, 43.71845265]}
6;5162;7;2.0;{9F2E7056-B9B1-4693-8F96-044CE617ED63};5;0;12.0;En vigueur;06088;12;19;7;{"type": "Point", "coordinates": [7.28387849, 43.7070087]}
0;5086;4;2.0;{1D0C159A-EDC8-487B-B1EB-972A13ED2E42};7;1;4.0;En vigueur;06088;0;4;3;{"type": "Point", "coordinates": [7.28432595, 43.7073157]}
0;6075;8;2.0;{81D0D554-7CD9-4130-9AC4-84B906E67741};7;1;8.0;En vigueur;06088;0;8;7;{"type": "Point", "coordinates": [7.253814, 43.72454659]}
3;7393;7;2.0;{3AD604E4-13BB-4583-A0D8-7A5DD1CE6EEA};5;0;9.0;En vigueur;06088;6;13;6;{"type": "Point", "coordinates": [7.25981044, 43.70963858]}
0;2004;5;2.0;{A6CF1E0F-79F7-408E-95CD-9D7D5CEAF7AE};7;1;5.0;En vigueur;06088;0;5;4;{"type": "Point", "coordinates": [7.25291536, 43.70904924]}
0;2083;3;2.0;{F7F47714-DE20-4B0E-B2B6-EA6BB28E0E34};7;1;3.0;En vigueur;06088;0;3;3;{"type": "Point", "coordinates": [7.24967058, 43.7105198]}
0;2084;4;2.0;{D39C8851-566F-43AB-8470-32A15471C1A9};7;1;4.0;En vigueur;06088;0;4;3;{"type": "Point", "coordinates": [7.24945223, 43.71061757]}
4;7254;8;2.0;{0462F454-BB52-491B-B388-39D9937D0ADC};5;0;11.0;Supprimé(e);06088;8;16;8;{"type": "Point", "coordinates": [7.25886184, 43.70808872]}
4;4018;6;2.0;{918F3E2C-B5F2-489D-9C4A-027E7476B8D7};5;0;9.0;Supprimé(e);06088;8;14;5;{"type": "Point", "coordinates": [7.2847266, 43.72734147]}
0;;20;2.0;{B47E5032-23F7-48CA-B78F-28A7DB6E244A};0;1;25.0;En vigueur;06088;0;20;0;{"type": "Point", "coordinates": [7.2047868, 43.67843318]}
12;;23;0.0;{76B5914C-F9DA-42D7-945B-9B066B27A4D1};;0;25.0;En vigueur;06088;0;23;0;{"type": "Point", "coordinates": [7.26131518, 43.70383355]}
2;;0;0.0;{2843873E-E58F-410D-8B22-09DEF1435E51};5;2;0.0;En vigueur;06088;3;3;0;{"type": "Point", "coordinates": [7.26466864, 43.70131355]}
3;;8;2.0;{EFA2521A-2902-4FEB-B2B4-BDE08CAA1E95};5;0;12.0;En vigueur;06088;3;11;3;{"type": "Point", "coordinates": [7.2660986, 43.70161711]}
0;;2;2.0;{CEF9C09F-F949-4070-BE80-2E9C46F8CD06};5;1;3.0;En vigueur;06088;0;2;2;{"type": "Point", "coordinates": [7.26610571, 43.70148591]}
0;;4;2.0;{BC6FF7AA-0B72-4ADB-8923-753D422CD6E2};5;1;4.0;En vigueur;06088;0;4;1;{"type": "Point", "coordinates": [7.26854285, 43.70654126]}
0;;10;2.0;{17BECCBE-7742-47BD-A97F-E28BB3F680DD};5;1;10.0;En vigueur;06088;0;10;4;{"type": "Point", "coordinates": [7.26841385, 43.7064957]}
3;;0;2.0;{2307C1F7-BF51-4032-8469-71B922A7650F};5;2;2.0;En vigueur;06088;5;5;0;{"type": "Point", "coordinates": [7.2688219, 43.70227521]}
5;;8;2.0;{DFF100A0-CC0D-4323-9439-1B9D4FD7F15A};5;0;20.0;En vigueur;06088;12;20;4;{"type": "Point", "coordinates": [7.29147476, 43.69179314]}
0;;0;2.0;{E68DA2F6-82C6-471C-9B27-67595EDB5FB8};3;1;2.0;En vigueur;06088;0;0;1;{"type": "Point", "coordinates": [7.26281662, 43.69756149]}
0;;6;0.0;{5A7F836D-F454-4CCD-BFFA-0F9A77470619};3;1;2.0;En vigueur;06088;0;6;2;{"type": "Point", "coordinates": [7.26099975, 43.6950684]}
0;;4;2.0;{8C650A32-B246-4278-B6A2-456C9121512B};3;1;5.0;En vigueur;06088;0;4;5;{"type": "Point", "coordinates": [7.28964152, 43.70393893]}
2;;10;2.0;{97759349-4300-41EC-9586-27E400AE0008};5;0;12.0;En vigueur;06088;3;13;4;{"type": "Point", "coordinates": [7.28172509, 43.70026111]}
0;;4;2.0;{9166AB34-8456-40C0-A79A-0DF56824450A};1;1;4.0;En vigueur;06088;0;4;1;{"type": "Point", "coordinates": [7.28686806, 43.69642812]}
4;;30;5.0;{CDDB803D-8399-4D84-BD19-DA07848EB78C};5;0;46.0;En vigueur;06088;10;50;20;{"type": "Point", "coordinates": [7.27615387, 43.69907887]}
6;;0;2.0;{7BD65EAB-FD50-41BE-8E23-6BFBAE8E83D4};5;2;4.0;En vigueur;06088;6;6;0;{"type": "Point", "coordinates": [7.26388943, 43.71254435]}
0;;6;6.0;{3F3ECFBC-D41F-4B06-B784-3E3B8FF5CBEE};5;1;2.0;En vigueur;06088;0;6;2;{"type": "Point", "coordinates": [7.25147071, 43.71986266]}
0;;2;2.0;{AD2BAEC1-7736-47CD-A3BF-90E293A078BE};4;1;2.0;En vigueur;06088;0;2;0;{"type": "Point", "coordinates": [7.25920376, 43.7138763]}
6;;0;2.0;{E0ADBCFD-7B4D-4B45-AD61-3AC220B22796};5;2;4.0;En vigueur;06088;10;10;0;{"type": "Point", "coordinates": [7.26061294, 43.71511687]}
3;;5;2.0;{69F6A64C-D993-4AA6-9B26-0B48405FC53D};5;0;5.0;En vigueur;06088;4;9;3;{"type": "Point", "coordinates": [7.25605671, 43.70588966]}
3;;0;2.0;{C576C19F-80C1-4A48-A43D-B902696B698C};5;1;5.0;En vigueur;06088;0;0;0;{"type": "Point", "coordinates": [7.28117969, 43.70663178]}
0;;4;2.0;{37DD7C4A-0711-40EB-B9EE-2821D15601CF};5;1;4.0;En vigueur;06088;0;4;1;{"type": "Point", "coordinates": [7.28352197, 43.71978774]}
0;;4;2.0;{64C724C3-483A-46B4-BD3E-BCBF5DAA448A};5;0;3.0;En vigueur;06088;0;4;1;{"type": "Point", "coordinates": [7.2835435, 43.71987978]}
0;;5;2.0;{899B243A-D70A-4134-ACE4-DA454E58E522};5;1;4.0;En vigueur;06088;0;5;2;{"type": "Point", "coordinates": [7.28286359, 43.71900505]}
0;;3;2.0;{96CD3EAD-2DE9-45AB-96E1-03F8867D9F85};5;1;4.0;En vigueur;06088;0;3;2;{"type": "Point", "coordinates": [7.21801037, 43.67175442]}
0;;4;2.0;{E1A972D3-7AE1-45F9-8DB3-5ABB0D9CE7BD};5;1;4.0;En vigueur;06088;0;4;1;{"type": "Point", "coordinates": [7.29301028, 43.70845336]}
0;;3;2.0;{EE37528A-3BC6-4EBB-99FD-03AEE3889828};5;1;4.0;En vigueur;06088;0;3;1;{"type": "Point", "coordinates": [7.29302167, 43.70835791]}
0;;4;2.0;{0409A427-8478-4138-9899-C1176C5AF160};5;1;4.0;En vigueur;06088;0;4;1;{"type": "Point", "coordinates": [7.29069785, 43.7082237]}
4;;6;0.0;{1BA7B41E-6BAC-4D3C-83DA-AA305565F1D8};5;0;0.0;En vigueur;06088;8;14;5;{"type": "Point", "coordinates": [7.25444737, 43.69346174]}
0;;7;2.0;{53D4D152-D6D1-4A25-9E5D-61361592E817};5;1;8.0;En vigueur;06088;0;7;2;{"type": "Point", "coordinates": [7.22841267, 43.67915578]}
5;;7;2.0;{F312F5F0-DA1C-4243-AE90-FEFDFBC4FF2C};5;0;10.0;En vigueur;06088;7;14;7;{"type": "Point", "coordinates": [7.26847791, 43.71136631]}
0;;4;2.0;{44D5E6E0-3AAD-4457-A004-1E18B829203D};1;1;5.0;En vigueur;06088;0;4;2;{"type": "Point", "coordinates": [7.27504042, 43.70957722]}
0;;4;2.0;{40283309-93A8-42F9-92EB-0EEDAA2E874C};5;1;4.0;En vigueur;06088;0;4;1;{"type": "Point", "coordinates": [7.28620228, 43.70432647]}
4;;0;2.0;{A8D08E27-D2F6-4995-90B7-C099327CD80E};1;2;4.0;En vigueur;06088;8;8;0;{"type": "Point", "coordinates": [7.20894387, 43.68026855]}
0;;4;2.0;{370FC682-774A-4CE4-B413-B5A45ACC4853};5;1;5.0;En vigueur;06088;0;4;2;{"type": "Point", "coordinates": [7.28536668, 43.72065543]}
0;;4;0.0;{43E99CF6-2A9B-4984-B29A-B6976CBBA002};5;1;0.0;En vigueur;06088;0;4;1;{"type": "Point", "coordinates": [7.28417971, 43.72313069]}
0;;30;0.0;{9BB6A2EC-77B0-40C0-A8CC-932235A0C1CE};8;1;0.0;Supprimé(e);06088;0;30;0;{"type": "Point", "coordinates": [7.20488549, 43.67800324]}
0;;0;0.0;{9D1C068E-576A-4F1B-A9BA-C3D94D4B5BB9};0;0;0.0;En projet;06088;0;0;0;{"type": "Point", "coordinates": [7.29279796, 43.70901515]}
0;;4;2.0;{849AA96B-3C30-4438-B7AE-9C14D09DAB3D};1;1;4.0;En vigueur;06088;0;0;0;{"type": "Point", "coordinates": [7.28018416, 43.7149238]}
0;;4;2.0;{81712604-425F-4825-8260-C158DBA058F4};1;1;4.0;En vigueur;06088;0;0;1;{"type": "Point", "coordinates": [7.2797105, 43.71369188]}
0;;3;2.0;{C2ECCA43-34EB-4F0D-9B7B-996367C903E1};5;1;4.0;En vigueur;06088;0;3;5;{"type": "Point", "coordinates": [7.26233857, 43.72074271]}
0;;4;2.0;{411AE220-9866-4791-94C8-CB9930CA6F89};5;1;5.0;En vigueur;06088;0;4;4;{"type": "Point", "coordinates": [7.26013979, 43.71206625]}
0;;0;0.0;{42D29E78-CB55-47EA-A550-EFC29BBDFA6D};5;0;0.0;Supprimé(e);06088;0;0;0;{"type": "Point", "coordinates": [7.25886087, 43.71222455]}
0;;6;2.0;{F801D278-1213-488A-AAE7-10BDECBFD382};5;1;6.0;En vigueur;06088;0;6;2;{"type": "Point", "coordinates": [7.26007533, 43.71913646]}
0;;0;0.0;{48BFB828-3019-428D-A358-3C6BBFD8814D};5;0;0.0;Supprimé(e);06088;0;0;0;{"type": "Point", "coordinates": [7.25805304, 43.70807328]}
3;;6;2.0;{8DEEB7BE-88B1-4BDF-B07E-189A06B146E1};5;0;10.0;En vigueur;06088;6;12;2;{"type": "Point", "coordinates": [7.25683086, 43.71041173]}
0;;8;2.0;{FCA6B442-7E49-4AD7-85B6-3C12209C2FC1};5;1;10.200000000000001;En projet;06088;0;8;5;{"type": "Point", "coordinates": [7.25348331, 43.69955216]}
0;;0;0.0;{EB28D550-6EB3-474E-B726-54E03269921C};0;0;0.0;Supprimé(e);06088;0;0;0;{"type": "Point", "coordinates": [7.2629238, 43.69748746]}
0;;0;0.0;{6399D9A3-AFE4-4ED2-A493-4C0AD1BA5185};0;0;0.0;En projet;06088;0;0;0;{"type": "Point", "coordinates": [7.24625184, 43.70153786]}
0;;2;2.0;{0CE07BE2-9314-405B-BC5A-2E257859AE08};5;1;2.0;En vigueur;06088;0;2;2;{"type": "Point", "coordinates": [7.26801272, 43.69905078]}
3;;6;2.0;{D1D08B89-D285-4372-BA34-356F7AF22A6A};5;0;10.0;En vigueur;06088;6;12;3;{"type": "Point", "coordinates": [7.25837767, 43.69965054]}
