NB_ARC_VL;ID_GAV;NB_PL_MT;LARGEUR;GLOBALID;TYPE_MOBIL;PROFIL;LONGUEUR;ETAT_;CODE_INSEE;NB_PL_VL;NB_PLACE;NB_ARC_MT;geometry
6;;6;0.0;{EE07E5D2-7C15-407E-8144-D96214CF6B00};0;0;0.0;Supprimé(e);06088;11;17;5;{"type": "Point", "coordinates": [7.19845651, 43.68423216]}
;;4;2.0;{BA09D6F1-0970-476E-8D39-C63292420904};5;1;3.0;En vigueur;06088;0;4;4;{"type": "Point", "coordinates": [7.26943942, 43.70618983]}
0;;0;0.0;{D9EC55AB-4596-4FED-8D4D-E5E24CC5EF63};0;0;0.0;En projet;06088;0;0;0;{"type": "Point", "coordinates": [7.28622265, 43.71478707]}
0;;7;2.0;{F944AEA5-FD0D-467B-AA9D-2DF12B2B59CD};1;1;7.0;En vigueur;06088;0;0;5;{"type": "Point", "coordinates": [7.28343692, 43.70812016]}
3;;9;2.0;{2301506C-AC0A-46DD-AD2C-7818E9550E20};5;0;12.0;En vigueur;06088;5;14;4;{"type": "Point", "coordinates": [7.25869371, 43.71877093]}
0;;0;0.0;{EAE33286-633D-4C54-9445-A1916C3C446D};5;0;0.0;Supprimé(e);06088;0;0;0;{"type": "Point", "coordinates": [7.2586477, 43.71733661]}
0;;2;2.0;{D23F8E69-25D4-424B-9679-C28305CC4BA0};5;1;2.0;En vigueur;06088;0;2;2;{"type": "Point", "coordinates": [7.26440485, 43.70065782]}
0;;3;2.0;{AE729614-16DF-4E9E-9A2B-4E6BBE498313};5;1;2.0;En vigueur;06088;0;3;2;{"type": "Point", "coordinates": [7.2649978, 43.70192469]}
25;NR;0;2.0;{F194C859-D96F-4D66-978D-7442776B965C};6;2;27.0;En vigueur;06088;26;26;0;{"type": "Point", "coordinates": [7.26535593, 43.70608499]}
0;NR;9;2.0;{FA5A90D1-182F-4F5D-9C19-2D591F227699};5;1;12.6;En projet;06088;0;9;5;{"type": "Point", "coordinates": [7.25361783, 43.70066203]}
0;NR;4;2.0;{CB3BCD5B-857C-45FC-A363-2A5B718DA67A};5;1;5.0;En projet;06088;0;4;2;{"type": "Point", "coordinates": [7.27339671, 43.70181005]}
0;NR;4;2.0;{B6F35082-B66F-41F5-BFFD-3E8ECCFFECC9};5;1;4.0;En vigueur;06088;0;4;2;{"type": "Point", "coordinates": [7.26065537, 43.69667262]}
4;NR;0;2.0;{50B18444-A6A1-42E1-93CD-38B387C0C8F7};5;2;3.5;En vigueur;06088;8;;0;{"type": "Point", "coordinates": [7.28152113, 43.70299958]}
7;NR;12;2.0;{93D59478-3279-46F0-994C-E9F74F5422B8};5;0;22.400000000000002;En projet;06088;14;26;7;{"type": "Point", "coordinates": [7.26972347, 43.69553011]}
0;NR;7;2.0;{09C89CD3-FA69-4A69-8C1B-549ABE088C03};5;1;8.4;En projet;06088;0;7;3;{"type": "Point", "coordinates": [7.28263673, 43.70078395]}
4;NR;5;2.0;{DA6BACF1-653A-42CC-A5A4-6C0DD6CBAB42};5;0;10.0;En projet;06088;6;;3;{"type": "Point", "coordinates": [7.25482326, 43.72289139]}
0;NR;4;2.0;{AFA9A6C7-CB20-4FA2-A0DB-3ED7A10707A9};5;1;5.0;En projet;06088;0;;2;{"type": "Point", "coordinates": [7.20116162, 43.68925994]}
4;NR;10;2.0;{9E2FA767-29BA-4BAC-AB36-8149AE229583};5;0;15.6;En projet;06088;8;;5;{"type": "Point", "coordinates": [7.27074574, 43.70420086]}
0;NR;7;2.0;{2A4801DB-BA52-44CC-9906-2F111D7D0F20};5;1;7.0;En projet;06088;0;;3;{"type": "Point", "coordinates": [7.26485237, 43.70810779]}
0;NR;6;2.0;{C67B4AC2-241C-4EC2-A12E-E5CDA5A415D5};5;1;7.3;En projet;06088;0;;3;{"type": "Point", "coordinates": [7.25505922, 43.7217702]}
0;NR;4;2.0;{7BDC0D84-F13B-409A-8A47-DC5B3EA67A96};5;1;5.0;En projet;06088;0;;1;{"type": "Point", "coordinates": [7.27273896, 43.71052092]}
0;NR;10;2.0;{6B818EE4-D049-471F-AF61-D929CF0EEDFC};5;1;12.0;En projet;06088;0;;5;{"type": "Point", "coordinates": [7.26744009, 43.69863132]}
0;NR;29;2.0;{073F9D2B-1DB1-4BBB-8C1C-C4FE5E1E69C4};5;1;22.0;En projet;06088;0;;11;{"type": "Point", "coordinates": [7.26370441, 43.70389917]}
0;NR;4;2.0;{B8916CDD-282C-4C66-8284-BDC2258D0543};5;1;5.0;En projet;06088;0;;2;{"type": "Point", "coordinates": [7.26453027, 43.70451201]}
0;NR;4;2.0;{51F12B8E-53A1-4EF8-AB2D-099E7DB64271};1;1;5.0;En vigueur;06088;0;;1;{"type": "Point", "coordinates": [7.21329367, 43.68652632]}
0;NR;4;2.0;{BEC8BABE-1D7B-4653-A22F-656E5796FB07};8;1;4.0;En projet;06088;0;;2;{"type": "Point", "coordinates": [7.29177135, 43.71426558]}
0;NR;4;2.0;{7B6E4D6B-B15F-43B0-8571-309BBD60DD0B};1;1;4.0;En projet;06088;0;0;1;{"type": "Point", "coordinates": [7.24677685, 43.69259053]}
0;NR;4;2.0;{59E5CADF-897D-4515-9712-595920E91249};1;1;5.7;En projet;06088;0;0;1;{"type": "Point", "coordinates": [7.27787165, 43.72083707]}
0;NR;2;2.0;{50F2FA6C-C0E3-4157-8C22-3E119C53B12A};1;1;2.0;En projet;06088;0;0;1;{"type": "Point", "coordinates": [7.25999158, 43.70939931]}
8;NR;0;2.0;{E418A10E-F7CA-4E73-BD7A-96C0FB7D34F6};1;2;6.3;En projet;06088;18;0;0;{"type": "Point", "coordinates": [7.25149826, 43.70435918]}
0;NR;4;2.0;{7CA1C3A0-0925-40DB-9393-5738A028C6D9};1;1;5.0;En projet;06088;0;0;1;{"type": "Point", "coordinates": [7.25605069, 43.70581644]}
0;NR;4;2.0;{C5E3C3E0-8683-4D46-AEE4-684E725EC3BB};1;1;5.0;En projet;06088;0;0;1;{"type": "Point", "coordinates": [7.2574911, 43.70691452]}
0;NR;4;2.0;{7FB36FF5-2119-47F8-8044-ED56CCD313DE};1;1;4.0;En projet;06088;0;0;1;{"type": "Point", "coordinates": [7.26013608, 43.71036012]}
0;NR;3;2.0;{108160C6-21AD-474B-983A-248F2E908B85};0;1;3.0;En vigueur;06088;0;0;0;{"type": "Point", "coordinates": [7.28501843, 43.7024708]}
0;NR;4;2.0;{53DA6053-BD49-4CBB-969E-8B818535B598};8;1;4.0;En vigueur;06088;0;0;3;{"type": "Point", "coordinates": [7.20850007, 43.67385706]}
0;1003;8;1.8;{344B9E7F-FC41-434E-AA90-41F7BA95A6A4};0;1;8.5;Supprimé(e);06088;0;8;0;{"type": "Point", "coordinates": [7.21037455, 43.66758638]}
0;1015;7;5.5;{630880F4-7EFC-42FE-B29F-ECF69D8E1E29};2;0;7.0;Supprimé(e);06088;3;10;0;{"type": "Point", "coordinates": [7.19840461, 43.67651819]}
0;2007;3;2.0;{4E4F9281-AA0F-44B0-89BF-113C826E2D3E};2;0;4.0;En vigueur;06088;1;4;0;{"type": "Point", "coordinates": [7.25614544, 43.6968991]}
2;2009;5;2.0;{8B27F7C3-3298-4EEA-A792-EA2FEA9E013A};1;0;7.5;En vigueur;06088;2;7;4;{"type": "Point", "coordinates": [7.25315494, 43.69449287]}
3;2016;5;2.0;{BD6B54E3-80BB-43A8-8361-5E0BE9FBC442};1;0;12.0;En vigueur;06088;3;8;5;{"type": "Point", "coordinates": [7.25385343, 43.69557898]}
0;2021;3;2.0;{09C740AD-D6A3-4F9F-84A3-C19535981B96};2;0;5.5;En vigueur;06088;1;4;0;{"type": "Point", "coordinates": [7.25176447, 43.6999714]}
2;5108;7;2.0;{491CD4C6-E08B-4364-B630-16BB514A261D};1;0;8.0;En vigueur;06088;3;10;4;{"type": "Point", "coordinates": [7.28926917, 43.7047585]}
0;5113;4;2.0;{602DC979-DC6B-4925-870F-1F8A23411990};2;0;4.0;En vigueur;06088;2;6;0;{"type": "Point", "coordinates": [7.28831363, 43.70607334]}
2;5115;8;2.0;{0B33C673-C52F-400A-B4F8-16C35A5061FE};1;0;10.0;En vigueur;06088;4;12;4;{"type": "Point", "coordinates": [7.28783076, 43.70524357]}
0;5128;0;2.0;{B7326EF1-F2B6-4A18-9FCB-5ABAEB021291};2;2;4.0;En vigueur;06088;3;3;0;{"type": "Point", "coordinates": [7.28410781, 43.71385186]}
0;5129;5;2.0;{4F12A165-1872-44D6-A188-D683E803EC2D};2;0;10.0;Supprimé(e);06088;3;8;0;{"type": "Point", "coordinates": [7.28702475, 43.7115723]}
2;4002;5;2.0;{5EBC4C36-72C6-4DF1-9FE9-FC99EF870445};3;0;12.0;En vigueur;06088;3;8;3;{"type": "Point", "coordinates": [7.28587966, 43.72663603]}
3;4004;11;2.0;{3C6D1AC1-0FA6-4A6D-8774-E7816719A08A};3;0;21.0;En vigueur;06088;5;16;6;{"type": "Point", "coordinates": [7.28400332, 43.72885207]}
0;4009;2;2.0;{F4D18596-C5C0-4848-8035-5AF5C9529DDA};2;0;3.5;Supprimé(e);06088;1;3;0;{"type": "Point", "coordinates": [7.28283993, 43.71225258]}
2;5049;7;2.0;{96432EC9-FCF0-4788-9E47-0375C5E50A67};1;0;10.0;Supprimé(e);06088;3;10;3;{"type": "Point", "coordinates": [7.28448833, 43.69987717]}
1;5053;1;2.0;{70DA46C7-540D-47F0-827A-079401256A14};3;0;1.5;En vigueur;06088;1;2;1;{"type": "Point", "coordinates": [7.28359125, 43.70483235]}
0;5075;8;2.0;{371A9DEA-2916-4C50-B99B-0423EA46939A};2;0;15.0;En vigueur;06088;4;12;0;{"type": "Point", "coordinates": [7.28294275, 43.70197518]}
0;5084;7;2.0;{399DF69C-58BA-4C4E-AEA5-4754DBC5F27C};2;0;10.0;En vigueur;06088;3;10;0;{"type": "Point", "coordinates": [7.28442456, 43.70775115]}
0;7266;5;1.9000000000000001;{D9BD82DC-D78D-4A39-978E-BB71115635AB};2;0;7.0;En vigueur;06088;2;7;0;{"type": "Point", "coordinates": [7.25617192, 43.70522223]}
0;5202;6;2.0;{BC156B4E-E65A-4197-87C0-14925F453E61};7;1;6.0;Supprimé(e);06088;0;6;2;{"type": "Point", "coordinates": [7.2865856, 43.69513724]}
0;5025;3;2.0;{62C2C21B-E9E0-4FA2-AF92-D4538298C5EF};2;0;4.0;En vigueur;06088;1;4;0;{"type": "Point", "coordinates": [7.28432049, 43.70047187]}
0;5029;3;2.0;{89CD7A2A-DF28-4AAA-B474-1969154AF09D};1;1;3.0;En vigueur;06088;0;3;3;{"type": "Point", "coordinates": [7.2830019, 43.70185219]}
0;5033;3;2.0;{A7ECA692-24FF-4FEA-8F8F-AB09F748376A};2;0;4.0;Supprimé(e);06088;1;4;0;{"type": "Point", "coordinates": [7.28307119, 43.69873795]}
0;3003;10;2.0;{AC98F7E3-AA68-4DAD-9055-060E9AD08D19};0;0;9.5;En vigueur;06088;0;9;0;{"type": "Point", "coordinates": [7.27932239, 43.70364188]}
0;3007;60;9.0;{E1ECC5EE-04A0-4998-8949-1ABC1AD521BB};2;0;15.0;En vigueur;06088;30;90;0;{"type": "Point", "coordinates": [7.28177559, 43.70864397]}
3;3009;8;2.0;{78799262-40B2-4B8E-85CA-372868FD255B};5;0;13.0;En vigueur;06088;6;14;4;{"type": "Point", "coordinates": [7.28045731, 43.70843669]}
2;3018;3;2.0;{2AB32DD2-BBD3-4D11-9FE1-ECDA3028EE8B};1;0;5.0;En vigueur;06088;1;4;3;{"type": "Point", "coordinates": [7.27322249, 43.71954427]}
24;3021;20;2.0;{77325427-627A-4AEB-8A09-0C9A665E0327};1;0;33.0;En vigueur;06088;10;30;12;{"type": "Point", "coordinates": [7.27133344, 43.72602041]}
8;3022;0;1.8;{852B1D7A-F404-4F21-99E0-CB1ABBB35BE1};1;2;13.0;En vigueur;06088;16;16;0;{"type": "Point", "coordinates": [7.27205181, 43.72538181]}
2;6049;4;2.0;{B27AA3DD-9B52-459B-91E3-CF4C6B063891};3;0;5.0;En vigueur;06088;2;6;5;{"type": "Point", "coordinates": [7.2629281, 43.71229996]}
0;7023;2;2.0;{AC761D87-B585-4BC5-96A6-C04F6062BD36};2;0;3.6;En vigueur;06088;1;3;0;{"type": "Point", "coordinates": [7.2591258, 43.70209341]}
0;7029;6;2.0;{FCCBCCBD-9964-4F4B-918C-87D56B143E38};2;0;5.0;Supprimé(e);06088;1;7;0;{"type": "Point", "coordinates": [7.26076237, 43.69595659]}
0;7032;3;1.8;{9196E346-830B-4065-BED4-78515039F2E9};2;0;4.3;En vigueur;06088;1;4;0;{"type": "Point", "coordinates": [7.2612803, 43.69607776]}
0;7030;18;2.1;{6ED6C48F-A503-462D-8546-3B320755D79F};1;0;19.0;En vigueur;06088;0;18;8;{"type": "Point", "coordinates": [7.26298295, 43.69629871]}
3;7437;6;2.0;{B197535B-D12F-4EE3-AC24-9F2DED2179C1};5;0;8.0;En vigueur;06088;6;12;4;{"type": "Point", "coordinates": [7.25911575, 43.69889625]}
0;7037;3;2.0;{B2DFBB02-41B0-4685-8789-02EAD1E44C36};2;0;4.5;Supprimé(e);06088;1;4;0;{"type": "Point", "coordinates": [7.26098332, 43.70274236]}
0;7048;7;4.0;{34506100-1755-4F53-B79E-08C6F9A2D5D7};0;1;7.0;En vigueur;06088;0;7;0;{"type": "Point", "coordinates": [7.26343849, 43.69500275]}
0;8010;3;2.0;{F73FEDE5-8FC3-4B5C-8CB1-A91469D9B0F8};4;0;5.0;En vigueur;06088;2;5;0;{"type": "Point", "coordinates": [7.23628402, 43.69181314]}
1;8019;3;2.0;{0175326C-7424-4DAC-A905-D39386A818B6};4;0;5.0;Supprimé(e);06088;1;4;1;{"type": "Point", "coordinates": [7.24339026, 43.69062911]}
3;6027;6;3.0;{CAC0E7F8-9A8B-4A7D-B447-322E040451D1};5;0;6.0;En vigueur;06088;5;11;2;{"type": "Point", "coordinates": [7.2572447, 43.71058004]}
4;6006;0;2.0;{5C1031E0-E620-4C77-91B6-F0960A025C25};6;2;5.0;En vigueur;06088;8;8;0;{"type": "Point", "coordinates": [7.26195325, 43.71895735]}
5;7121;24;2.4;{802636AA-A61F-42C7-8785-07C12C1EA3B2};3;0;57.0;Supprimé(e);06088;12;36;11;{"type": "Point", "coordinates": [7.27268379, 43.69639258]}
0;7129;4;2.2;{E9271D7C-C9D8-4352-919C-2B93731852B2};2;0;8.0;Supprimé(e);06088;2;6;0;{"type": "Point", "coordinates": [7.27133721, 43.6983839]}
4;7132;8;2.0;{F4321DB2-1211-4BB0-8F4D-F3C8D32CC5CB};1;0;15.5;Supprimé(e);06088;4;12;7;{"type": "Point", "coordinates": [7.27010177, 43.6986947]}
0;7196;1;2.0;{67235DDE-E136-47B3-BA29-86897BE96DD9};2;0;3.5;Supprimé(e);06088;1;2;0;{"type": "Point", "coordinates": [7.27143624, 43.70443016]}
0;7187;6;2.0;{908C3783-76B7-4B59-AEFE-FE4E3231F93A};1;1;11.0;Supprimé(e);06088;0;6;4;{"type": "Point", "coordinates": [7.26558152, 43.70609661]}
0;7206;18;2.0;{6E08CFE3-816F-479F-8917-7694FA08E749};2;0;27.0;En vigueur;06088;9;27;0;{"type": "Point", "coordinates": [7.27403552, 43.70291976]}
1;7211;3;2.0;{60F62B8C-234B-48E6-BE1D-D5576808ACEC};1;0;4.0;En vigueur;06088;1;4;2;{"type": "Point", "coordinates": [7.27390549, 43.70082487]}
1;7214;3;2.0;{06BE0EC1-5AFE-426D-9277-0F36EA955373};1;0;7.5;Supprimé(e);06088;2;5;3;{"type": "Point", "coordinates": [7.27207771, 43.70112559]}
12;7225;4;2.0;{8CB57875-4582-4E7C-8601-F8A750A99BB7};1;0;6.0;En vigueur;06088;2;6;3;{"type": "Point", "coordinates": [7.27670479, 43.69985961]}
2;7233;11;2.0;{D6243FC0-E505-4BCA-91B9-FB6E9C326A4D};3;0;18.0;Supprimé(e);06088;5;16;3;{"type": "Point", "coordinates": [7.27858501, 43.70257926]}
0;7236;11;2.0;{C6CDDA88-20BF-47E1-81DE-3C27616A478D};4;0;16.0;En vigueur;06088;5;16;0;{"type": "Point", "coordinates": [7.27416132, 43.69663756]}
0;7238;3;2.0;{5158332A-C6AC-4716-BB1F-07C3571A3E4B};2;0;4.0;En vigueur;06088;1;4;0;{"type": "Point", "coordinates": [7.27843167, 43.69679147]}
0;7243;6;1.9000000000000001;{6AA93D3D-000D-4CB0-8C84-69A31C1F6681};2;0;7.0;En vigueur;06088;2;8;0;{"type": "Point", "coordinates": [7.27712054, 43.69511915]}
0;7244;3;2.0;{E36B5200-B8DA-446D-A3AA-E24F41A6236C};4;0;3.6;Supprimé(e);06088;1;4;0;{"type": "Point", "coordinates": [7.26493606, 43.70662023]}
0;7247;8;2.0;{DA6404E5-2C4E-4E2B-A844-E580FD915F0C};4;0;14.700000000000001;En vigueur;06088;4;12;0;{"type": "Point", "coordinates": [7.26765195, 43.7082101]}
4;7141;15;3.0;{CFC7C312-55BA-4D83-A3F4-0A97D3BC7979};3;0;26.0;En vigueur;06088;7;22;7;{"type": "Point", "coordinates": [7.26753689, 43.70225221]}
0;4023;5;2.0;{A6771804-16B2-4840-8BA2-8CED3C000C72};7;1;5.0;En vigueur;06088;0;5;2;{"type": "Point", "coordinates": [7.30786742, 43.73906356]}
0;7151;8;2.0;{8617449B-8DB9-434C-AD83-E6AE64759AE6};2;1;8.0;En vigueur;06088;0;8;0;{"type": "Point", "coordinates": [7.26871694, 43.70357685]}
0;7160;12;4.5;{947208A0-3291-4DF3-B432-83CB90F89106};2;0;20.0;Supprimé(e);06088;6;18;0;{"type": "Point", "coordinates": [7.27091061, 43.70256793]}
0;7163;4;2.0;{68D5E1ED-9E91-40C0-896E-E6F9325CF8C2};4;0;8.0;En vigueur;06088;2;6;0;{"type": "Point", "coordinates": [7.26856925, 43.70422367]}
5;7177;4;2.0;{80894DCA-7EBE-42A0-80EE-E4EA9090929B};5;0;8.5;En vigueur;06088;8;12;14;{"type": "Point", "coordinates": [7.26574124, 43.7048641]}
2;7186;3;2.0;{A0888242-62F7-4BDB-81C7-BEF5F8282F95};1;0;5.0;Supprimé(e);06088;2;5;3;{"type": "Point", "coordinates": [7.26876567, 43.70601469]}
0;7069;3;2.0;{C78B7D32-7BB8-4B16-A074-97625DE4300C};2;0;5.0;En vigueur;06088;1;4;0;{"type": "Point", "coordinates": [7.26391366, 43.70329005]}
0;7073;3;2.0;{730464E5-3641-4681-AA4B-00C0E79FC98F};1;1;7.0;En vigueur;06088;0;3;0;{"type": "Point", "coordinates": [7.26540199, 43.70275482]}
0;7094;5;2.0;{C46E0445-E8A5-4D51-A359-59095ACD160F};2;0;8.0;En vigueur;06088;3;8;0;{"type": "Point", "coordinates": [7.2650193, 43.70080756]}
4;7090;8;2.0;{66A70041-143C-4658-BEFD-A7CB5CCB9FDE};7;1;9.5;En vigueur;06088;8;16;3;{"type": "Point", "coordinates": [7.26653203, 43.70095326]}
3;7098;11;2.0;{B410F4E0-2FF0-4E13-80A5-03A4366257D4};5;0;19.0;En vigueur;06088;5;16;5;{"type": "Point", "coordinates": [7.26600597, 43.69834882]}
7;7099;14;2.0;{03E9161C-E93E-4957-B32B-7300BBF5668F};1;0;30.0;Supprimé(e);06088;7;21;13;{"type": "Point", "coordinates": [7.26769893, 43.69826808]}
0;7100;19;2.0;{D53C5905-B0DD-40CA-9D82-761EEFC2FEAA};3;0;20.0;En vigueur;06088;0;19;21;{"type": "Point", "coordinates": [7.26815589, 43.69840299]}
0;7105;23;1.9000000000000001;{789DED14-B87A-4A10-8DCA-AAE8A4EDD9AA};0;1;37.0;En vigueur;06088;0;23;0;{"type": "Point", "coordinates": [7.26748777, 43.69997785]}
5;7414;0;2.0;{598ACCBD-0557-4D14-B769-25DCF77ACE26};6;2;4.0;En vigueur;06088;10;10;0;{"type": "Point", "coordinates": [7.26927552, 43.70735677]}
0;7416;5;2.0;{B2DE74AA-CDB2-405F-9348-F38AA081943A};7;1;5.0;En vigueur;06088;0;5;5;{"type": "Point", "coordinates": [7.26943173, 43.70684932]}
3;7425;6;2.0;{ECC293FD-597E-4968-8FFD-54F9F09BADF5};5;0;11.0;Supprimé(e);06088;6;12;7;{"type": "Point", "coordinates": [7.26167428, 43.70263806]}
9;7440;18;2.0;{F894AA12-887F-403D-A16C-359240A1E846};7;1;25.0;En vigueur;06088;9;27;11;{"type": "Point", "coordinates": [7.26100698, 43.70353447]}
4;7444;20;2.0;{71BB1591-D5A7-4145-AEC6-0B8C11C560CB};5;0;21.0;Supprimé(e);06088;8;28;10;{"type": "Point", "coordinates": [7.26293663, 43.70431139]}
0;8047;4;2.0;{1C3DB2AD-6DE9-4C88-BFC1-06C947EF4E0D};7;1;4.0;En vigueur;06088;0;4;4;{"type": "Point", "coordinates": [7.24293718, 43.69372458]}
6;1030;7;2.0;{7568C562-06C4-4801-B6C1-D1329516A80F};5;0;10.0;Supprimé(e);06088;12;19;8;{"type": "Point", "coordinates": [7.21127029, 43.67071972]}
0;2052;7;2.0;{C2FED194-7B63-453D-A08C-22CCA480E2F3};7;1;7.0;Supprimé(e);06088;0;7;6;{"type": "Point", "coordinates": [7.25179953, 43.6939716]}
4;2087;6;2.0;{A66E47BB-29E9-4017-A262-07DF2B6B0C48};5;0;9.0;En vigueur;06088;8;14;6;{"type": "Point", "coordinates": [7.25456556, 43.69492226]}
0;6097;7;2.0;{45CB4AEB-F5E1-4CA8-8DBD-D6CFED907557};7;1;7.0;En vigueur;06088;0;7;3;{"type": "Point", "coordinates": [7.24990254, 43.72099192]}
0;6098;6;2.0;{D0752AD7-0E98-4E94-987E-8A7C4EA31A83};7;1;6.0;En vigueur;06088;0;6;4;{"type": "Point", "coordinates": [7.2612981, 43.71727681]}
6;2098;6;2.0;{EC489ACD-65F9-456D-BBB7-7217F1824657};5;0;9.0;En vigueur;06088;12;18;6;{"type": "Point", "coordinates": [7.25567487, 43.70468057]}
5;7405;6;2.0;{4D2309A3-1089-4FBD-A9D5-735340442694};5;0;9.0;Supprimé(e);06088;10;16;7;{"type": "Point", "coordinates": [7.25701722, 43.70858673]}
8;3037;0;2.0;{BC0D7C7E-F776-4401-9A6A-E25B8B6196B8};6;2;3.0;En vigueur;06088;4;4;0;{"type": "Point", "coordinates": [7.2704794, 43.70581905]}
5;8058;7;2.0;{D40FF593-83CD-4967-8C3F-F9F3B4E9D894};5;0;11.0;En vigueur;06088;10;17;5;{"type": "Point", "coordinates": [7.22971246, 43.67988712]}
5;5180;8;2.0;{ED616592-6DF9-48FE-AB13-2939DB93AF16};5;0;11.0;En vigueur;06088;10;18;6;{"type": "Point", "coordinates": [7.28396552, 43.702463]}
9;7173;0;3.5;{21F31142-EDF2-4588-B2CD-097A448738E3};6;2;6.0;Supprimé(e);06088;18;18;0;{"type": "Point", "coordinates": [7.26928951, 43.6979671]}
0;7275;4;1.9000000000000001;{EDF8D8D5-A048-4829-888B-0670114D4062};7;1;5.0;En vigueur;06088;0;4;3;{"type": "Point", "coordinates": [7.26791606, 43.69861607]}
3;7282;5;2.0;{BAC4063D-780A-4497-B72A-02FB62BAE76F};1;0;9.5;En vigueur;06088;3;8;5;{"type": "Point", "coordinates": [7.26503367, 43.6975167]}
4;2060;6;2.0;{608BF1BE-A8A3-4468-9541-C08D0EC72E7E};5;0;10.0;Supprimé(e);06088;8;14;6;{"type": "Point", "coordinates": [7.24680023, 43.69102121]}
5;7329;8;2.0;{071D404D-84A0-4899-B237-D04580233F47};5;0;12.5;En vigueur;06088;10;18;8;{"type": "Point", "coordinates": [7.26077382, 43.70700085]}
0;3027;4;2.6;{D18CBA65-4142-4606-AA47-737BA58E7B29};7;1;4.0;En vigueur;06088;0;4;5;{"type": "Point", "coordinates": [7.27021478, 43.70730205]}
2;7144;13;2.0;{EDB7585C-B43A-4A71-BD8A-AA797215D1BF};5;0;15.0;En vigueur;06088;2;15;11;{"type": "Point", "coordinates": [7.26943211, 43.70286458]}
1;6054;3;2.0;{E194F719-E11F-483D-9D67-0FF128FA7E5E};1;0;5.0;En vigueur;06088;1;4;1;{"type": "Point", "coordinates": [7.25022852, 43.7232187]}
2;5148;5;2.0;{8BCD8AEC-D3C4-4C0E-A56D-DC2E182B8926};7;0;5.0;En vigueur;06088;4;9;2;{"type": "Point", "coordinates": [7.2749962, 43.69530771]}
5;7303;9;2.0;{D1FE5883-884A-4A94-85EE-A97814E67AF5};1;0;19.0;En vigueur;06088;5;14;10;{"type": "Point", "coordinates": [7.26753088, 43.70831371]}
4;2112;5;2.0;{A57FE7BC-25DE-4B2B-8BE2-FBDF421682C9};5;0;10.0;Supprimé(e);06088;8;13;6;{"type": "Point", "coordinates": [7.24855832, 43.69162407]}
4;2065;5;2.0;{E61239E8-98D3-4810-A4F9-B3E824DA584C};5;0;10.0;Supprimé(e);06088;8;13;6;{"type": "Point", "coordinates": [7.25031089, 43.69223748]}
4;2069;5;2.0;{0DD7856E-FF5B-4F1F-BFD4-AD33AC91D264};5;0;10.0;Supprimé(e);06088;8;13;6;{"type": "Point", "coordinates": [7.25204242, 43.69281113]}
0;1019;4;2.0;{0D9D42CA-EE22-4DEB-9D3E-D8E7D3FAF4E8};7;1;4.0;Supprimé(e);06088;0;4;5;{"type": "Point", "coordinates": [7.22387322, 43.67199446]}
0;6074;8;2.0;{3D3618E4-3794-4599-9689-2D4A02D9C063};7;1;9.0;En vigueur;06088;0;8;8;{"type": "Point", "coordinates": [7.25342747, 43.71644274]}
0;6077;7;2.0;{DF456385-6B1A-4EAE-A8D0-A95D2FC31599};7;1;7.0;Supprimé(e);06088;0;7;7;{"type": "Point", "coordinates": [7.2558172, 43.71869453]}
9;7066;13;2.0;{10FA8148-E929-435F-BEE7-216AE99A0581};5;0;20.0;En vigueur;06088;9;22;17;{"type": "Point", "coordinates": [7.26420313, 43.70169984]}
4;7165;7;2.0;{B5F15B78-695D-4572-8375-4FB63EEFFE28};5;0;9.0;En vigueur;06088;3;10;5;{"type": "Point", "coordinates": [7.26641295, 43.70345029]}
3;7386;9;2.0;{F861DACE-A326-493F-8357-FD31C9490F71};5;0;10.0;En vigueur;06088;5;14;4;{"type": "Point", "coordinates": [7.27234386, 43.70075225]}
7;7390;0;2.0;{29C28775-8A4E-41E3-A2B1-89AEBDCBDD47};6;2;6.0;En vigueur;06088;14;14;0;{"type": "Point", "coordinates": [7.26356966, 43.71052578]}
0;6056;7;2.0;{3D139E65-CCBE-4136-B57D-17F4238CB5E3};7;1;7.0;Supprimé(e);06088;0;7;6;{"type": "Point", "coordinates": [7.26517965, 43.71159325]}
4;6057;8;2.0;{D3982D60-C5F2-4551-B04E-B4006C583415};5;0;11.0;En vigueur;06088;8;16;7;{"type": "Point", "coordinates": [7.25897636, 43.71101342]}
5;6060;5;2.0;{11EDB59E-6F51-4FAD-9C0A-1589B1703462};5;0;9.0;En vigueur;06088;10;15;6;{"type": "Point", "coordinates": [7.25872703, 43.71397891]}
5;5152;8;2.0;{5820EB84-D3F7-4DBE-B654-1CD1CDD51D61};5;0;11.0;Supprimé(e);06088;10;18;7;{"type": "Point", "coordinates": [7.28207781, 43.7029525]}
0;;2;2.0;{61E7A243-9476-4F1A-8CED-6E5342E2A435};5;1;2.0;En vigueur;06088;0;2;0;{"type": "Point", "coordinates": [7.26151981, 43.69871388]}
0;;0;0.0;{02F49906-7D0A-48EE-A8D5-B56BE985CE8D};5;2;0.0;En vigueur;06088;6;6;0;{"type": "Point", "coordinates": [7.26111549, 43.70354382]}
0;;44;40.0;{652AB709-9823-4689-B96A-715143F19EB2};;1;0.0;En vigueur;06088;0;44;22;{"type": "Point", "coordinates": [7.26197621, 43.70416301]}
